"UserID";"Location";"Age"
"11683";"issy les moulineaux, paris, france";"20"
"11684";"hollis, new hampshire, usa";NULL
"11685";"oceanside, california, usa";NULL
"11686";"hannover, niedersachsen, germany";"22"
"11687";"orillia, ontario, canada";"47"
"11688";"rockford, illinois, usa";"17"
"11689";"newark, delaware, usa";NULL
"11690";"landau, rheinland-pfalz, germany";"30"
"11691";"newcastle upon tyne, tyne & wear, united kingdom";"32"
"11692";"lisboa, n/a, portugal";"31"
"11693";"brighton, england, united kingdom";NULL
"11694";"manchester, manchester, united kingdom";"27"
"11695";"winchester, virginia, usa";"35"
"11696";"columbus, ohio, usa";NULL
"11697";"wickford, n/a, united kingdom";"57"
"11698";"littleton, colorado, usa";NULL
"11699";"barrington, illinois, usa";"42"
"11700";"miami, florida, usa";"40"
"11701";"berlin, berlin, germany";NULL
"11702";"hull, england, united kingdom";"42"
"11703";"kitchener, ontario, canada";NULL
"11704";"huntington, new york, usa";NULL
"11705";"sneads ferry, north carolina, usa";NULL
"11706";"london, england, united kingdom";NULL
"11707";"aberdeenshire, scotland, united kingdom";"25"
"11708";"auburn, ,";NULL
"11709";"davison, michigan, usa";"29"
"11710";"sydney, new south wales, australia";"32"
"11711";"brisbane, queensland, australia";"26"
"11712";"out there, new york, usa";NULL
"11713";"fresno, california, usa";NULL
"11714";"fayetteville, north carolina, usa";NULL
"11715";"winchester, england, united kingdom";"16"
"11716";"medford, massachusetts, usa";"28"
"11717";"grants pass, oregon, usa";"50"
"11718";"reno, nevada, usa";NULL
"11719";"new york, new york, usa";"34"
"11720";"allen, texas, usa";NULL
"11721";"stirling, scotland, united kingdom";"22"
"11722";"seacombe heights, south australia, australia";"46"
"11723";"erie, pennsylvania, usa";"18"
"11724";"west lawn, pennsylvania, usa";"42"
"11725";"bronx, new york, usa";NULL
"11726";"issy les moulineaux, pennsylvania, france";"25"
"11727";"rodgau, hessen, germany";"23"
"11728";"m�laga, andaluc�a, spain";"31"
"11729";"sevilla, andaluc�a, spain";"26"
"11730";"�rhus, jylland, denmark";"28"
"11731";"melbourne, victoria, australia";"42"
"11732";"newport pagnell, buckinghamshire, united kingdom";"34"
"11733";"pittsburgh, pennsylvania, usa";"31"
"11734";"tucson, arizona, usa";NULL
"11735";"modena, emilia romagna, italy";NULL
"11736";"ravenna, emilia romagna, italy";"32"
"11737";"cesena, ,";"31"
"11738";"copenhagen, n/a, denmark";NULL
"11739";"backnang, baden-wuerttemberg, germany";"28"
"11740";"lakeville, massachusetts, usa";"68"
"11741";"mississauga, ontario, canada";"29"
"11742";"london, n/a, united kingdom";NULL
"11743";"baltimore, maryland, usa";NULL
"11744";"singapore, n/a, singapore";"29"
"11745";"london, england, united kingdom";"27"
"11746";"linda-a-velha, lisboa, portugal";NULL
"11747";"san fernando de henares, madrid, spain";"39"
"11748";"helsinki, n/a, finland";NULL
"11749";"philadelphia, pennsylvania, usa";NULL
"11750";"neu-isenburg, hessen, germany";"40"
"11751";"stuttgart, baden-wuerttemberg, germany";"32"
"11752";"kaiserslautern, rheinland-pfalz, germany";"29"
"11753";"lexington, kentucky, usa";NULL
"11754";"aguimes, las palmas de gc, spain";"27"
"11755";"hereford, england, united kingdom";"15"
"11756";"weimar, th�ringen, germany";NULL
"11757";"portland, oregon, usa";NULL
"11758";"winnipeg, manitoba, canada";"31"
"11759";"hamilton, montana, usa";"48"
"11760";"berlin, berlin, germany";"24"
"11761";"middletown, connecticut, usa";NULL
"11762";"c�rdoba, cordoba, argentina";"34"
"11763";"bratislava, n/a, slovakia";NULL
"11764";"frederick, maryland, usa";NULL
"11765";"blomsterdalen, bergen, norway";"37"
"11766";"saskatoon, saskatchewan, canada";"25"
"11767";"jalandhar cantt, punjab, india";"14"
"11768";"jalandhar cantt, punjab, india";"14"
"11769";"n/a, n/a,";"33"
"11770";"new delhi, na, india";NULL
"11771";"london, england, united kingdom";"25"
"11772";"varese, lombardia, italy";"24"
"11773";"vancouver, british columbia, canada";"45"
"11774";"belding, michigan, usa";NULL
"11775";"sergy (france), n/a, france";"29"
"11776";"taunton, england, united kingdom";"31"
"11777";"tampere, pirkanmaa, finland";"19"
"11778";"woodbury, connecticut, usa";"20"
"11779";"atlanta, georgia, usa";"30"
"11780";"concord, north carolina, usa";"62"
"11781";"edinburgh, scotland, united kingdom";"27"
"11782";"boston, massachusetts, usa";"18"
"11783";"d�sseldorf, nordrhein-westfalen, germany";NULL
"11784";"london, england, united kingdom";"40"
"11785";"s�o paulo, brazil, brazil";"25"
"11786";"arlington, virginia, usa";"28"
"11787";"olympia, washington, usa";"14"
"11788";"jenks, oklahoma, usa";"30"
"11789";"mainz, rheinland-pfalz, germany";NULL
"11790";"bridgeport, connecticut, usa";"29"
"11791";"richardson, texas, usa";NULL
"11792";"kenmore, washington, usa";"52"
"11793";"melbourne, victoria, australia";NULL
"11794";"smithfield, utah  florence(it), canada";"38"
"11795";"ourense, ourense, spain";"41"
"11796";"pavia, lombardia, italy";"38"
"11797";"houston, texas, usa";"32"
"11798";"piancogno (bs), lombardia, italy";"38"
"11799";"cambridge, england, united kingdom";"32"
"11800";"cleveland hts., ohio, usa";NULL
"11801";"johannesburg, n/a, south africa";"29"
"11802";"st. louis, missouri, usa";"20"
"11803";"eppstein, hesse, germany";NULL
"11804";"new orleans, french quarter, ,";NULL
"11805";"torino, piemonte, italy";"21"
"11806";"harleysville, pennsylvania, usa";"70"
"11807";"vicenza, veneto, italy";"30"
"11808";"citt� di castello, umbria, italy";"52"
"11809";"como, lombardia, italy";"30"
"11810";"chios, chios, greece";NULL
"11811";"barcelona, barcelona, spain";"32"
"11812";"singapore, singapore, singapore";"27"
"11813";"canberra, australian capital territory, australia";"30"
"11814";"torino, piemonte, italy";"35"
"11815";"charlotte, north carolina, usa";"14"
"11816";"balaguer, lleida, spain";"32"
"11817";"jacksonville, florida, usa";NULL
"11818";"kissimmee, florida, usa";NULL
"11819";"dunbar, west virginia, usa";"52"
"11820";"sevilla, alabama, spain";"33"
"11821";"sioux falls, south dakota, usa";NULL
"11822";"mid glamorgan, wales, united kingdom";"35"
"11823";"zagreb, n/a, croatia";"19"
"11824";"turku, l�nsi suomen l��ni, finland";"22"
"11825";"lisboa, lisbon, portugal";NULL
"11826";"collingswood, new jersey, usa";"52"
"11827";"lausanne, n/a, switzerland";"22"
"11828";"ferrol, a corunha, galiza";"23"
"11829";"barcelona, barcelona, spain";"34"
"11830";"sonoma, california, usa";"16"
"11831";"charlottesville, virginia, usa";"32"
"11832";"juneau, alaska, usa";NULL
"11833";"uralla, new south wales, australia";"15"
"11834";"nordertown, schleswig-holstein, germany";NULL
"11835";"boves, piemonte, italy";"37"
"11836";"milano, lombardia, italy";NULL
"11837";"roma, roma, italy";NULL
"11838";"oxford, oxfordshire, united kingdom";"24"
"11839";"lagrange, georgia, usa";"23"
"11840";"merrimack, new hampshire, usa";"33"
"11841";"hobart, tasmania, australia";"26"
"11842";"roma, roma, italy";NULL
"11843";"portland, oregon, usa";"19"
"11844";"rozelle, new south wales, australia";NULL
"11845";"amiens, picardie, france";"27"
"11846";"perth, western australia, australia";NULL
"11847";"jamestown, rhode island, usa";NULL
"11848";"melbourne, victoria, australia";"32"
"11849";"torrevieja, alicante, spain";"18"
"11850";"omaha, nebraska, usa";"39"
"11851";"santa monica, california, usa";"25"
"11852";"cincinnati, ohio, usa";"62"
"11853";", , singapore";NULL
"11854";"shanghai, n/a, china";"13"
"11855";"toronto, ,";NULL
"11856";"bruxelles, bruxelles, belgium";NULL
"11857";"turnersville, california, usa";NULL
"11858";"messina, sicilia, italy";NULL
"11859";"lansdowne, pennsylvania, usa";"35"
"11860";"perpignan, n/a, france";"44"
"11861";"lyon, rh�ne-alpes, france";"24"
"11862";"tampa, florida, usa";NULL
"11863";"portsmouth, hampshire, united kingdom";"48"
"11864";"london, england, united kingdom";NULL
"11865";"lagrange, georgia, united kingdom";NULL
"11866";"geelong, victoria, australia";NULL
"11867";"red deer, alberta, canada";NULL
"11868";"sheffield, england, united kingdom";"23"
"11869";"wallinford, connecticut, usa";NULL
"11870";"richmond, virginia, usa";NULL
"11871";"east granby, connecticut, usa";"38"
"11872";"san francisco, california, usa";"29"
"11873";"london, england, united kingdom";NULL
"11874";"columbia, missouri, usa";"36"
"11875";"berlin, n/a, germany";NULL
"11876";"kandy, alabama, sri lanka";NULL
"11877";"sydney, new south wales, australia";"20"
"11878";"oakdale, california, usa";"21"
"11879";"west lebanon, new hampshire, usa";NULL
"11880";"aldershot, n/a, united kingdom";NULL
"11881";"paris, ile de france, france";"32"
"11882";"brockville, ontario, canada";"19"
"11883";"mesa, arizona, usa";NULL
"11884";"lawrence, kansas, usa";NULL
"11885";"lawrence, kansas, usa";NULL
"11886";"gainesville, florida, usa";"31"
"11887";"lawrence, kansas, usa";NULL
"11888";"stockholm, nyn�shamn, sweden";NULL
"11889";"york, pennsylvania, usa";"24"
"11890";"cambridge, cambridgeshire, united kingdom";NULL
"11891";"santa barbara, california, usa";NULL
"11892";"san bernardino, california, usa";NULL
"11893";"ortonville, michigan, usa";"15"
"11894";"bonn, nordrhein-westfalen, germany";"22"
"11895";"m�nchen, bayern, germany";NULL
"11896";"santander, n/a, spain";"32"
"11897";"cooma, new south wales, australia";NULL
"11898";"milwaukee, wisconsin, usa";"25"
"11899";"castel madama, lazio, italy";"32"
"11900";"berlin, berlin, germany";NULL
"11901";"gl�ckstadt, schleswig-holstein, germany";NULL
"11902";"aloha, oregon, usa";NULL
"11903";"leicester, england, united kingdom";"18"
"11904";"roma, lazio, italy";NULL
"11905";"torino, piemonte, italy";NULL
"11906";"ft. lewis, washington, usa";"17"
"11907";"saginaw, michigan, usa";"22"
"11908";"prince george, british columbia, canada";"20"
"11909";"beijing, beijing, china";NULL
"11910";"riverside, california, usa";"48"
"11911";"bethesda, maryland, usa";NULL
"11912";"sant sadurn� de anoia, barcelona, catalunya, spain";"27"
"11913";"canton, ohio, usa";NULL
"11914";"enschede, overijssel, netherlands";NULL
"11915";"turin, piemonte, italy";"39"
"11916";"brooklyn, new york, usa";NULL
"11917";"fair lawn, new jersey, usa";NULL
"11918";"tunbridge wells, england, united kingdom";"28"
"11919";"tinley park, illinois, usa";NULL
"11920";"athens, attiki, greece";"14"
"11921";"santiago, n/a, chile";"21"
"11922";"firenze, tuscany, italy";"26"
"11923";"manresa, catalunya, spain";"1"
"11924";"amherst, massachusetts, usa";"19"
"11925";"new haven, connecticut, usa";NULL
"11926";"johor bahru, johor, malaysia";NULL
"11927";"cernusco sul naviglio, lombardia, italy";"48"
"11928";"fort worth, texas, usa";"28"
"11929";"warwick, rhode island, usa";NULL
"11930";"roma, lazio, italy";"26"
"11931";"san francisco, california, usa";"25"
"11932";"hammelburg, bayern, germany";"36"
"11933";"san antonio, texas, usa";NULL
"11934";"verona, veneto, italy";"18"
"11935";"brooklyn, new york, usa";"39"
"11936";"roma, lazio, italy";NULL
"11937";"napoli, campania, italy";"39"
"11938";"como, lombardia, italy";"26"
"11939";"geneva, geneva, switzerland";"45"
"11940";"maitland, florida, usa";"52"
"11941";"brockport, new york, usa";NULL
"11942";"ripollet, espa�a, spain";"33"
"11943";"east hartford, connecticut, usa";"55"
"11944";"santo tirso, porto, portugal";"21"
"11945";"los angeles, california, usa";"28"
"11946";"chamb�ry, n/a, france";"30"
"11947";"perryopolis, pennsylvania, usa";"56"
"11948";"melbourne, victoria, australia";NULL
"11949";"sacramento, california, usa";NULL
"11950";"london, ,";"62"
"11951";"lansing, illinois, usa";"65"
"11952";"ferndale, michigan, usa";NULL
"11953";"carrollton, texas, usa";"60"
"11954";"perth, western australia, australia";"28"
"11955";"oregon city, oregon, usa";NULL
"11956";"carlsbad, california, usa";NULL
"11957";"carlsbad, california, usa";NULL
"11958";"brdovec, zagrebacka, croatia";"27"
"11959";"fort worth, texas, usa";"34"
"11960";"washington, dc, usa";"27"
"11961";"milwaukee, wisconsin, usa";NULL
"11962";"hefei, anhui, denmark";NULL
"11963";"sheffield, england, united kingdom";"34"
"11964";"ottawa, ontario, canada";NULL
"11965";"las palmas de gran canaria, canarias, spain";"39"
"11966";"barcelona, barcelona, spain";"27"
"11967";"roma, il lazio, l`italia";"55"
"11968";"st louis, missouri, usa";NULL
"11969";"k�ln (cologne), nordrhein-westfalen, de";NULL
"11970";"keene, new hampshire, usa";NULL
"11971";"barcelona, catalonia, spain";"37"
"11972";"m�nster, northrheinwestphalia, germany";NULL
"11973";"bonn, nordrhein-westfalen, germany";"34"
"11974";"m�nchen, bayern, germany";"29"
"11975";"hamburg, hamburg, germany";"35"
"11976";"dallas, texas, usa";"34"
"11977";"sesimbra, \"n/s\", portugal";"37"
"11978";"eagle river, alaska, usa";NULL
"11979";"pavia, lombardia, italy";NULL
"11980";"toronto, pennsylvania, canada";"48"
"11981";"chico, california, usa";"44"
"11982";"vienna, vienna, austria";"24"
"11983";"carol stream, illinois, usa";NULL
"11984";"erba, como, italy";NULL
"11985";"valongo, porto, portugal";NULL
"11986";"roma, lazio, italy";"58"
"11987";"florence, ,";NULL
"11988";"bologna, ,";NULL
"11989";"benevento, n/a, italy";NULL
"11990";"modugno, puglia, italy";"26"
"11991";"firenze, toscana, italy";NULL
"11992";"sambuceto, abruzzo, italy";NULL
"11993";"lakewood, colorado, usa";"37"
"11994";"waiblingen, baden-wuerttemberg, germany";"54"
"11995";"huntington beach, california, usa";NULL
"11996";"montmorot, berlin, france";"19"
"11997";"lathuile, n/a, france";NULL
"11998";"heidelberg, baden-wuerttemberg, germany";NULL
"11999";"matthews, north carolina, usa";NULL
"12000";"ludwigsau, hessen, germany";NULL
"12001";"austin, texas, usa";"56"
"12002";"london, london, united kingdom";NULL
"12003";"mumbai, india,";"48"
"12004";"east saint louis, illinois, usa";"35"
"12005";"leeds, england, united kingdom";"30"
"12006";"oviedo, alaska, spain";"29"
"12007";"sevilla, andalucia, spain";"32"
"12008";"gcs, florida, usa";NULL
"12009";"bologna, emilia romagna, italy";"35"
"12010";"lisboa, lisboa, portugal";NULL
"12011";"syracuse, new york, usa";NULL
"12012";"strasbourg, alsace, france";"26"
"12013";"antioch, tennessee, usa";"24"
"12014";"bonney lake, washington, usa";"33"
"12015";"wien, wien, austria";"5"
"12016";"urbana, illinois, usa";NULL
"12017";"ashford, middlesex, united kingdom";NULL
"12018";"zaragoza, arag�n, spain";"41"
"12019";"milano, lombardia, italy";NULL
"12020";"cleveland, ohio, usa";NULL
"12021";"lismore, new south wales, australia";NULL
"12022";"roma, ,";"49"
"12023";"paris, , france";"27"
"12024";"haifa, n/a, israel";"26"
"12025";"frankfurt, hessen, germany";"28"
"12026";"lethbridge, ,";"29"
"12027";"hagen a. t. w., niedersachsen, germany";"27"
"12028";"barcelona, saarland, spain";"45"
"12029";"kansas city, missouri, usa";NULL
"12030";"harderwijk, gelderland, netherlands";NULL
"12031";"oldenburg, niedersachsen, germany";"25"
"12032";"norway, n/a, norway";"43"
"12033";"new york, new york, usa";"29"
"12034";"guang zhou, n/a, china";"23"
"12035";"rockford, illinois, usa";"39"
"12036";"zurich, \"n/a\", switzerland";NULL
"12037";"brooklyn, new york, usa";NULL
"12038";"estoril, lisboa,";"38"
"12039";"new york, new york, usa";"26"
"12040";"ogallala, nebraska, usa";NULL
"12041";"z�rich, z�rich, switzerland";"29"
"12042";"nashua, new hampshire, usa";NULL
"12043";"wagga wagga, new south wales, australia";"26"
"12044";"queens, new york, usa";"32"
"12045";"glen waverley, victoria, australia";"23"
"12046";"palma de mallorca, dc, spain";"26"
"12047";"lausanne, vaud, switzerland";"20"
"12048";"st antonin noble val, tarn et garonne, france";"58"
"12049";"ottawa, ontario, canada";"46"
"12050";"aranda de duero, castilla y le�n, spain";"43"
"12051";"san francisco, california, usa";NULL
"12052";"alcal� de guada�ra, sevilla, spain";"37"
"12053";"piacenza, emilia romagna, italy";NULL
"12054";"murcia, n/a, spain";"43"
"12055";"m�nchen, bayern, germany";NULL
"12056";"zaragoza, aragon, spain";"54"
"12057";"civitavecchia, roma, italy";"47"
"12058";"roma, lazio, italy";"40"
"12059";"madrid, madrid, spain";"23"
"12060";"vila do conde, porto, portugal";NULL
"12061";"m�laga, n/a, spain";"37"
"12062";"lansdale, pennsylvania, usa";"38"
"12063";"c�rdoba, c�rdoba(andalucia), spain";"37"
"12064";"c�rdoba, c�rdoba, spain";"36"
"12065";"almeria, andalucia, spain";NULL
"12066";"milano, lombardia, italy";NULL
"12067";"sao paulo, sao paulo, brazil";"41"
"12068";"shrewsbury, england, united kingdom";NULL
"12069";"malaga, andalucia, spain";"16"
"12070";"maia, toscana, portugal";"24"
"12071";"alcal� de guada�ra, sevilla, spain";"22"
"12072";"madrid, madrid, spain";"24"
"12073";"coimbra, coimbra, portugal";NULL
"12074";"santa cruz de tenerife, n/a, spain";"39"
"12075";"sao paulo, sao paulo, brazil";"35"
"12076";"valencia, valencia, spain";"24"
"12077";"sant vicen� dels horts, barcelona, spain";"26"
"12078";"santander, cantabria, spain";"45"
"12079";"glasgow, scotland, united kingdom";NULL
"12080";"etobicoke, ontario, canada";"50"
"12081";"schwarme, niedersachsen, germany";"19"
"12082";"london, england, united kingdom";NULL
"12083";"milan, lombardia, italy";NULL
"12084";"milano, lombardia, italy";"24"
"12085";"makati, manila, philippines";NULL
"12086";"guadalajara, jalisco, mexico";NULL
"12087";"bremen, bremen, germany";"49"
"12088";"stuttgart, n/a, germany";NULL
"12089";"valencia, valencia, spain";"34"
"12090";"northcote, victoria, australia";"39"
"12091";"milton, ontario,";"44"
"12092";"nassau, n/a, bahamas";NULL
"12093";"dundee, scotland, united kingdom";NULL
"12094";"bangalore, bangalore,karnataka, india";NULL
"12095";"london, england, united kingdom";"33"
"12096";"lecce, puglia, italy";"40"
"12097";"kissimmee, florida, usa";NULL
"12098";"gallarate, va, italy";"40"
"12099";"xixon, asturies, spain";"28"
"12100";"quezon city, national capital region, philippines";"26"
"12101";"genova, genova, italy";"37"
"12102";"london, lazio, united kingdom";NULL
"12103";"seattle, washington, usa";NULL
"12104";"bonn, nordrhein-westfalen, germany";NULL
"12105";"hertford, england, united kingdom";NULL
"12106";"portland, oregon, usa";"53"
"12107";"madrid, n/a, spain";"30"
"12108";"albert park, melbourne, victoria, australia";"31"
"12109";"herndon, virginia, usa";NULL
"12110";"dracut, massachusetts, usa";"43"
"12111";"plainfield, illinois, usa";"40"
"12112";"austin, texas, usa";"40"
"12113";"straubing, bayern, germany";"27"
"12114";"washington, dc, usa";"25"
"12115";"hull, england, united kingdom";NULL
"12116";"turku, n/a, finland";"27"
"12117";"abadi�o, euskal herria/ basque country,";"15"
"12118";"madrid, n/a, spain";NULL
"12119";"campinas, s�o paulo, brazil";"19"
"12120";"g�ttingen, niedersachsen, germany";"32"
"12121";"bristol, avon, united kingdom";"25"
"12122";"cooks hill, new south wales, australia";"26"
"12123";"portage, michigan, usa";NULL
"12124";"st. louis, missouri, usa";"16"
"12125";"erlangen, bayern, germany";NULL
"12126";"vitoria-gasteiz, n/a, spain";"32"
"12127";"logro�o, la rioja, spain";"28"
"12128";"london, england, united kingdom";NULL
"12129";"honolulu, hawaii, usa";"59"
"12130";"spintex road -tema, n/a, ghana";"46"
"12131";"outlook, saskatchewan, canada";"47"
"12132";"hull, east yorkshire, united kingdom";"18"
"12133";"bangalore, karnataka, india";NULL
"12134";"cambridge, massachusetts, usa";NULL
"12135";"tokyo, n/a, japan";"39"
"12136";"mumbai, maharashtra, india";"25"
"12137";"north vancouver, british columbia, canada";NULL
"12138";"northcote, victoria, australia";"36"
"12139";"leeds, alabama, usa";"46"
"12140";"gij�n, asturias, spain";"27"
"12141";"iron station, north carolina, usa";"46"
"12142";"osterville, massachusetts, usa";NULL
"12143";"pleasant hill, california, usa";"51"
"12144";"oviedo, asturias, spain";"24"
"12145";"pilani, rajeshthan, india";"19"
"12146";"valencia, valencia, spain";"26"
"12147";"oulu, pohjois-pohjanmaa, finland";"33"
"12148";"sant cugat del vall�s, barcelona, spain";"40"
"12149";"copenhagen, n/a, denmark";NULL
"12150";"lugano, ticino, switzerland";NULL
"12151";"salamaca, espa�a, spain";"28"
"12152";"zurich, n/a, switzerland";"49"
"12153";"victoria, british columbia, canada";NULL
"12154";"pittsburgh, pennsylvania, usa";"41"
"12155";"auckland, n/a, new zealand";"62"
"12156";"liberty, missouri, usa";"34"
"12157";"toronto, ontario, canada";NULL
"12158";"fort wayne, indiana, usa";"49"
"12159";"new delhi, delhi, india";"28"
"12160";"hyderabad, andhra pradesh, india";NULL
"12161";"ahmedabad, indiana, india";"21"
"12162";"chicago, illinois, usa";"12"
"12163";"barcelona, catalunya, spain";"23"
"12164";"reno, nevada, usa";"49"
"12165";"loul�, n/a, portugal";NULL
"12166";"oldenburg, niedersachsen, germany";"44"
"12167";"berlin, berlin, germany";NULL
"12168";"karlsruhe, baden-wuerttemberg, germany";"40"
"12169";"tel aviv, ~, israel";"16"
"12170";"wroc�aw, dolno?l�skie, poland";NULL
"12171";"pamplona, navarra, spain";"25"
"12172";"cornella, n/a, spain";"21"
"12173";"barcelona, catalunya, spain";"23"
"12174";"sydney, new south wales, australia";"23"
"12175";"london, england, united kingdom";NULL
"12176";"ottawa, ontario, canada";"37"
"12177";"n�rnberg, bayern, germany";NULL
"12178";"landau, rheinland-pfalz, germany";"39"
"12179";"north ridgeville, ohio, usa";"42"
"12180";"north ridgeville, ohio, usa";NULL
"12181";"barcelona, catalonia, spain";"30"
"12182";"clausthal- zellerfeld, niedersachsen, germany";"25"
"12183";"carlisle, england, united kingdom";"62"
"12184";"urbana, ohio, usa";NULL
"12185";"berlin, berlin, germany";"29"
"12186";"brooklyn, new york, usa";"13"
"12187";"delhi, delhi, india";"16"
"12188";"lisboa, n/a, portugal";"39"
"12189";"ourense, galicia, spain";"24"
"12190";"xanten, nordrhein-westfalen, germany";"16"
"12191";"castelldefels, barcelona, spain";NULL
"12192";"peterborough, ontario, canada";"24"
"12193";"hollywood, florida, usa";NULL
"12194";"redford, michigan, usa";NULL
"12195";"omaha, nebraska, usa";"37"
"12196";"santiago de compostela, nova scotia, spain";"58"
"12197";"brasilia, brasil, brazil";"27"
"12198";"san jose, san jose, costa rica";"44"
"12199";"legazpi city, philippines/albay/bicol region, philippines";"19"
"12200";"denver, colorado, usa";"25"
"12201";"salmon arm, british columbia, canada";NULL
"12202";"legazpi city, albay, philippines";"19"
"12203";"hull, georgia, usa";"16"
"12204";"st paul, minnesota, usa";"20"
"12205";"milano, lombardia, italy";NULL
"12206";"lisbon, lisbon, portugal";"31"
"12207";"s�o paulo, sao paulo, brazil";"36"
"12208";"lemon grove, california, usa";"25"
"12209";"poughkeepsie, new york, usa";"18"
"12210";"santa maria da feira, aveiro, portugal";"18"
"12211";"kuala lumpur, wilayah persekutuan, malaysia";NULL
"12212";"ottawa, ontario, canada";"22"
"12213";"adelaide, south australia, australia";"20"
"12214";"h, ohio, germany";NULL
"12215";"mumbai, maharashtra, india";"20"
"12216";"hinsdale, illinois, usa";NULL
"12217";"hopkinton, massachusetts, usa";NULL
"12218";"cowlesville, new york, usa";"23"
"12219";"south haven, michigan, usa";NULL
"12220";"methuen, massachusetts, usa";"46"
"12221";"amherst, new york, usa";NULL
"12222";"chicago, illinois, usa";"24"
"12223";"lleida, catalonia, spain";"26"
"12224";"seoul, south korea, south korea";NULL
"12225";"allendale, michigan, usa";"20"
"12226";"vancouver, british columbia, canada";NULL
"12227";"eureka springs, arkansas, usa";"33"
"12228";"lima, ohio, usa";"79"
"12229";"brooklyn, new york, usa";NULL
"12230";"malvern, pennsylvania, usa";"46"
"12231";"cape coral, florida, usa";"28"
"12232";"victoria, british columbia, canada";"67"
"12233";"el cajon, california, usa";"33"
"12234";"kardinya, western australia, australia";NULL
"12235";"walzbachtal, baden-wuerttemberg, germany";"27"
"12236";"kuala lumpur, federal territory, malaysia";NULL
"12237";"tyne and wear, england, united kingdom";"35"
"12238";"oklahoma city, oklahoma, usa";"31"
"12239";"warwick, queensland, australia";"14"
"12240";"ashland, oregon, usa";NULL
"12241";"ludwigsburg, baden-wuerttemberg, germany";"27"
"12242";"fishburn, co durham, united kingdom";"33"
"12243";"madrid, madrid, spain";"23"
"12244";"houston, texas, usa";"47"
"12245";"zeeland, michigan, usa";"35"
"12246";"karlsruhe, baden-wuerttemberg, germany";"15"
"12247";"buenos aires, buenos aires, argentina";"56"
"12248";"torino, piemonte, italy";NULL
"12249";"barcelona, barcelon�s, spain";NULL
"12250";"ljubljana, n/a, slovenia";NULL
"12251";"wilmington, delaware, usa";"65"
"12252";"harbor springs, michigan, usa";"72"
"12253";"berchem, antwerpen, belgium";"39"
"12254";"rudolfstetten, aargau, switzerland";NULL
"12255";"ypsilanti, michigan, usa";NULL
"12256";"newcastle upon tyne, tyne and wear, united kingdom";NULL
"12257";"woodside, new york, usa";NULL
"12258";"chicago, illinois, usa";NULL
"12259";"edmonton, alberta, canada";"52"
"12260";"duesseldorf, nordrhein-westfalen, germany";"29"
"12261";"dublin, n/a, ireland";NULL
"12262";"le landeron, neuch�tel, switzerland";"31"
"12263";"madrid, madrid./spain, spain";"23"
"12264";"kuna, idaho, usa";"39"
"12265";"merida, yucatan, mexico";"34"
"12266";"aurora, illinois, usa";"30"
"12267";"baltimore, maryland, usa";"18"
"12268";"hamburg, hamburg, germany";"38"
"12269";"newport news, virginia, usa";NULL
"12270";"toronto, ontario, canada";"14"
"12271";", marche, italy";NULL
"12272";"ploiesti, prahova, romania";"18"
"12273";"gelsenkirchen, nordrhein-westfalen, germany";"17"
"12274";"crookston, minnesota, usa";"18"
"12275";"dublin, ireland, ireland";NULL
"12276";"salem, oregon, usa";"27"
"12277";"hong kong, alabama, hong kong";"38"
"12278";"virginia beach, virginia, usa";"30"
"12279";"dublin, n/a, ireland";NULL
"12280";"freedom, pennsylvania, usa";NULL
"12281";"new york city, new york, usa";"23"
"12282";"greenwood, indiana, usa";"23"
"12283";"oklahoma city, oklahoma, usa";"66"
"12284";"missouri, texas, usa";"17"
"12285";"livermore, california, usa";"38"
"12286";"auckland, n/a, new zealand";"23"
"12287";"bronx, new york, usa";NULL
"12288";"las vegas, nevada, usa";NULL
"12289";"chicago, illinois, usa";NULL
"12290";"vila nova da barquinha, ,";"22"
"12291";"lawrenceville, georgia, usa";NULL
"12292";"sevres, colorado, france";"17"
"12293";"denver, colorado, usa";"42"
"12294";"buffalo, new york, usa";"19"
"12295";"salvador, ba, brazil";NULL
"12296";"washington, dc, usa";"29"
"12297";"alexandria, virginia, usa";NULL
"12298";"auckland, auckland, new zealand";"13"
"12299";"pullman, michigan, usa";"23"
"12300";"houston, texas, usa";NULL
"12301";"andorra, andorra, andorra";"28"
"12302";"cardiff by the sea, california, usa";"32"
"12303";"commerce city, colorado, usa";NULL
"12304";"vancouver, british columbia, canada";NULL
"12305";"hollywood, california, usa";"34"
"12306";"zhanjiang, zhanjiang,guandong province, china";"23"
"12307";"gold bar, washington, usa";"19"
"12308";"mountain view, california, usa";NULL
"12309";"mechanicsville, virginia, usa";NULL
"12310";"christchurch, canterbury, new zealand";NULL
"12311";"faloppio (co), co, italy";NULL
"12312";"paramaribo, n/a, suriname";"34"
"12313";"nashville, indiana, usa";NULL
"12314";"lyon, rhone-alpes, france";"19"
"12315";"rsvl, arkansas, usa";"33"
"12316";"viewtown, virginia, usa";NULL
"12317";"ann arbor, michigan, usa";NULL
"12318";"barcelona, barcelona, spain";"25"
"12319";"wolfeboro, new hampshire, usa";NULL
"12320";"madrid, madrid, spain";"39"
"12321";"prescott, arizona, usa";"60"
"12322";"mercer, pennsylvania, usa";NULL
"12323";"st clairsville, ohio, usa";"37"
"12324";"rome, lazio, italy";"31"
"12325";"rancho mirage, california, usa";"67"
